Method,Log Loss
constant,0.6933225665626778
MLP,0.6662375137534347
ResNet,0.6756488911002686
FTTrans,0.6621628370825775
boosted_trees,0.5961664813915623
rf,0.6397909789388196
logistic_regression,0.6710393809322768
engression,0.663243456497021
GAM,
GP,
