Method,Log Loss
constant,0.6931587150407118
MLP,0.5771986235480433
ResNet,0.571581568702675
FTTrans,0.5652010323933618
boosted_trees,0.5664893150066025
rf,0.5622060796916879
logistic_regression,0.620974553847357
engression,0.5941374156444444
GAM,0.5746630879915675
GP,
