Method,Accuracy
Constant,0.467
MLP,0.7406666666666667
ResNet,0.7276666666666667
FTTrans,0.7566666666666667
boosted_trees,0.7593333333333333
rf,0.7443333333333333
logistic_regression,0.671
engression,0.7456666666666667
GAM,
GP,
