Method,Accuracy
Constant,0.3744979919678715
MLP,0.7038152610441767
ResNet,0.6395582329317269
FTTrans,0.6927710843373494
boosted_trees,0.678714859437751
rf,0.6907630522088354
logistic_regression,0.6726907630522089
engression,0.7078313253012049
GAM,0.6907630522088354
GP,
