Method,Accuracy
Constant,0.4726666666666667
MLP,0.787
ResNet,0.7766666666666666
FTTrans,0.783
boosted_trees,0.7906666666666666
rf,0.795
logistic_regression,0.8003333333333333
engression,0.7513333333333333
GAM,
GP,
