Method,Accuracy
Constant,0.4538411878631375
MLP,0.591349257585539
ResNet,0.5190445448676565
FTTrans,0.5958683021304068
boosted_trees,0.6171723692704971
rf,0.6010329244673983
logistic_regression,0.5900581020012912
engression,0.5990961910910265
GAM,
GP,
