Method,Accuracy
Constant,0.4190161967606479
MLP,0.7621475704859029
ResNet,0.6895620875824835
FTTrans,0.7603479304139172
boosted_trees,0.7714457108578284
rf,0.764247150569886
logistic_regression,0.70875824835033
engression,0.7246550689862028
GAM,0.7213557288542292
GP,
