Method,Accuracy
Constant,0.4039087947882736
MLP,0.6720955483170467
ResNet,0.6406080347448425
FTTrans,0.6829533116178067
boosted_trees,0.6905537459283387
rf,0.6883821932681867
logistic_regression,0.6731813246471227
engression,0.6786102062975027
GAM,0.6840390879478827
GP,
