Method,CRPS
constant,0.7933380569012952
MLP,0.4002215788498198
ResNet,0.4173805327910105
FTTrans,0.3567680003381791
distributional_boosted_trees,0.1491941261237066
drf,0.1561462393972444
boosted_trees,0.1531195060204663
rf,0.1525010846120283
linear_regression,0.1768120634351252
engression,0.183120379307466
GAM,0.1515150060969292
GP,0.23304907331049002
