Method,Accuracy
Constant,0.4957575757575757
MLP,0.5490909090909091
ResNet,0.5206060606060606
FTTrans,0.5763636363636364
boosted_trees,0.6290909090909091
rf,0.5927272727272728
logistic_regression,0.5478787878787879
engression,0.5684848484848485
GAM,0.5666666666666667
GP,0.5490909090909091
