Method,Accuracy
Constant,0.4066486277541554
MLP,0.7750289911093932
ResNet,0.5581754928488597
FTTrans,0.7688442211055276
boosted_trees,0.7901043679938152
rf,0.782759953614225
logistic_regression,0.7444916892153073
engression,0.7518361035948976
GAM,0.7870119829918825
GP,
