Method,Accuracy
Constant,0.4023648648648649
MLP,0.6375
ResNet,0.5935810810810811
FTTrans,0.6246621621621622
boosted_trees,0.6378378378378379
rf,0.6293918918918919
logistic_regression,0.6236486486486487
engression,0.6378378378378379
GAM,0.6358108108108108
GP,0.6415540540540541
