Method,Accuracy
Constant,0.4716618635926993
MLP,0.7012487992315082
ResNet,0.5600384245917387
FTTrans,0.6940441882804995
boosted_trees,0.7060518731988472
rf,0.6978866474543708
logistic_regression,0.6882804995196926
engression,0.7002881844380403
GAM,0.6935638808837656
GP,0.7017291066282421
