Method,Accuracy
Constant,0.4570730216926367
MLP,0.7277726856095326
ResNet,0.64008554842652
FTTrans,0.6831652917812404
boosted_trees,0.7341888175985335
rf,0.7344943476932478
logistic_regression,0.6385578979529484
engression,0.7277726856095326
GAM,0.6978307363275282
GP,0.7155514818209594
