Method,Accuracy
Constant,0.2071969696969696
MLP,0.9382575757575756
ResNet,0.2071969696969696
FTTrans,0.928030303030303
boosted_trees,0.9223484848484848
rf,0.8901515151515151
logistic_regression,0.681060606060606
engression,0.9291666666666668
GAM,
GP,0.9162878787878788
