Method,RMSE
constant,35.54091827633722
MLP,10.26449966430664
ResNet,20.84290313720703
FTTrans,12.650580406188965
boosted_trees,13.610603768372222
rf,11.701108053007179
linear_regression,25.061084783843473
engression,11.32242202758789
GAM,27.39787297975326
