Method,RMSE
constant,14.104561909774677
MLP,13.476276397705078
ResNet,44.70048141479492
FTTrans,3.7170093059539795
boosted_trees,10.407617608870279
rf,24.401015965247645
linear_regression,46.8037785661622
engression,12.035101890563965
GAM,40.72530427744131
