Method,RMSE
constant,1.2437632224086421
MLP,1.699059247970581
ResNet,4.062568664550781
FTTrans,0.31637173891067505
boosted_trees,0.24603481856655132
rf,0.2872962483892893
linear_regression,7.01209279787913
engression,1.0405006408691406
GAM,4.656250118360719
