Method,RMSE
constant,0.0005432273803637474
MLP,0.00024681814829818904
ResNet,0.0003197218757122755
FTTrans,0.0006233049789443612
boosted_trees,0.00021408262666217133
rf,0.00024274933603537507
linear_regression,0.00023035125532723606
engression,0.00020897835202049464
GAM,0.0005437690810605155
