Method,RMSE
constant,164.65135940136707
MLP,82.94693756103516
ResNet,143.5121612548828
FTTrans,88.26891326904297
boosted_trees,83.78791957112288
rf,84.84457579611322
linear_regression,137.28927801704214
engression,84.69548034667969
GAM,143.56713481624115
