Method,CRPS
constant,0.316370913750833
MLP,0.1945665372114162
ResNet,0.2700950984846071
FTTrans,0.1913964062113421
distributional_boosted_trees,0.1003495795398129
drf,0.1123160015848056
boosted_trees,0.1025703357755137
rf,0.1096891039740077
linear_regression,0.1483555835062661
engression,0.1031772845713637
GAM,0.11792482675831609
GP,
