Method,CRPS
constant,0.3436687672512391
MLP,0.2742560658406497
ResNet,0.2853137877621779
FTTrans,0.285740858782598
distributional_boosted_trees,0.2333070207383819
drf,0.196061164000078
boosted_trees,0.2415299519281658
rf,0.237315089213023
linear_regression,0.295889486390599
engression,0.960616321162152
GAM,0.2581926723068012
GP,
