Method,CRPS
constant,1.1795108608149365
MLP,1.1829421149663668
ResNet,1.1807588308462664
FTTrans,1.1724687093429798
distributional_boosted_trees,1.160488530389436
drf,1.1373083199769825
boosted_trees,1.178797538838073
rf,1.1796776294308016
linear_regression,1.2031791836411785
engression,1.1788343561136378
GAM,1.1887826271345283
GP,
