Method,RMSE
constant,0.00951271165443733
MLP,0.0035867358092218
ResNet,0.0052301734685897
FTTrans,0.0040582153014838
boosted_trees,0.0039666914293504
rf,0.0047441035448358
linear_regression,0.0050321377084717
engression,0.0040726163424551
GAM,0.0094313401311907
