Method,RMSE
constant,4.172698415504478
MLP,2.74751615524292
ResNet,2.997166156768799
FTTrans,2.883260726928711
boosted_trees,2.8308489611674443
rf,2.7554638304205548
linear_regression,3.1549594197843502
engression,3.4196972846984863
GAM,4.351854153832066
