Method,RMSE
constant,0.8689528380941628
MLP,0.776722252368927
ResNet,0.7683776617050171
FTTrans,0.7903191447257996
boosted_trees,0.7502159309518855
rf,0.7718014409443593
linear_regression,0.7059483530062173
engression,0.7128585577011108
GAM,0.9220199014374671
