Method,RMSE
constant,0.0005657903210129359
MLP,0.0002664848871063
ResNet,0.0004555935447569
FTTrans,0.0005796481855213
boosted_trees,0.0002069324149895
rf,0.0002460143452241
linear_regression,0.0002281487396777
engression,0.0002372381859458
GAM,0.000570162647377
