Method,RMSE
constant,32.407374972652995
MLP,20.21805191040039
ResNet,18.677579879760746
FTTrans,18.95082664489746
boosted_trees,13.641493221099292
rf,12.908558377409037
linear_regression,19.09656359779824
engression,15.309481620788574
GAM,26.52641995177171
