Method,Accuracy
Constant,0.48289538919186914
MLP,0.9900842835894893
ResNet,0.9737233515121467
FTTrans,0.9895884977689638
boosted_trees,0.9885969261279127
rf,0.977689638076351
logistic_regression,0.8542389687654933
engression,0.9900842835894893
GAM,
GP,
