Method,Accuracy
Constant,0.492
MLP,0.925
ResNet,0.9193333333333333
FTTrans,0.923
boosted_trees,0.941
rf,0.922
logistic_regression,0.8493333333333334
engression,0.9233333333333333
GAM,
GP,
