Method,Accuracy
Constant,0.5036666666666667
MLP,0.6006666666666667
ResNet,0.601
FTTrans,0.6073333333333333
boosted_trees,0.6063333333333333
rf,0.6086666666666667
logistic_regression,0.6033333333333334
engression,0.5933333333333334
GAM,
GP,
