Method,Accuracy
Constant,0.49406968124536693
MLP,0.8595255744996294
ResNet,0.8639733135656041
FTTrans,0.8647146034099333
boosted_trees,0.8858413639733136
rf,0.8762045959970348
logistic_regression,0.8198665678280208
engression,0.8717568569310601
GAM,
GP,
