Method,Accuracy
Constant,0.48033333333333333
MLP,0.7983333333333333
ResNet,0.7833333333333333
FTTrans,0.7983333333333333
boosted_trees,0.8686666666666667
rf,0.8536666666666667
logistic_regression,0.765
engression,0.795
GAM,
GP,
