Method,Accuracy
Constant,0.509
MLP,0.8043333333333333
ResNet,0.7996666666666666
FTTrans,0.8136666666666666
boosted_trees,0.853
rf,0.818
logistic_regression,0.62
engression,0.8103333333333333
GAM,
GP,
