Method,Accuracy
Constant,0.5113333333333333
MLP,0.8746666666666667
ResNet,0.8736666666666667
FTTrans,0.8796666666666667
boosted_trees,0.9103333333333333
rf,0.89
logistic_regression,0.8416666666666667
engression,0.8753333333333333
GAM,
GP,
