Method,CRPS
constant,1.768031754179055
MLP,1.7018073819663797
ResNet,1.7382206135927618
FTTrans,1.7016842374263774
distributional_boosted_trees,1.669650399266978
drf,1.5713840408564743
boosted_trees,1.6905652790416974
rf,1.6961826095043109
linear_regression,1.705962061716067
engression,1.607774360494414
GAM,1.7167368654279018
GP,
