Method,RMSE
constant,0.9552932981503246
MLP,0.7440347075462341
ResNet,0.971239447593689
FTTrans,0.6680002808570862
boosted_trees,0.6430293287156058
rf,0.6152670545213906
linear_regression,3.698000612082737
engression,3.6560888290405273
GAM,82.40379219991688
