Method,RMSE
constant,176.14401368055618
MLP,100.43120574951172
ResNet,168.00938415527344
FTTrans,104.7632827758789
boosted_trees,97.29019281127925
rf,97.5939945398553
linear_regression,147.58449844271982
engression,102.33258056640625
GAM,181.16388780086046
