Method,RMSE
constant,3.338015053532212
MLP,2.4484894275665283
ResNet,2.5788023471832275
FTTrans,2.4535622596740723
boosted_trees,2.5034219773828856
rf,2.469673169652177
linear_regression,2.503753212880598
engression,2.483616352081299
GAM,2.56327289317066
