Method,RMSE
GP,12.182433128356934
MLP,0.8744671940803528
ResNet,0.5287867188453674
FTTrans,2.4856438636779785
boosted_trees,0.21780694157905076
rf,0.2505196917692737
linear_regression,1.013172632375077
engression,0.26861000061035156
GAM,0.4984661031511474
