Method,RMSE
constant,0.505439603422144
MLP,0.19523885846138
ResNet,0.31480535864830017
FTTrans,0.16366779804229736
boosted_trees,0.1720252427924447
rf,0.1832180303492556
linear_regression,0.29287934868895266
engression,0.1652662456035614
GAM,0.4850932703702413
