Method,RMSE
constant,35.34604127802402
MLP,1.777740478515625
ResNet,19.10217666625977
FTTrans,1.4404542446136477
boosted_trees,5.026965230810999
rf,6.143635383691897
linear_regression,45.1561893573764
engression,1.4943629503250122
GAM,35.49741865943971
GP,8.052207900575599
