Method,RMSE
constant,2.259357583756884
MLP,1.268205165863037
ResNet,1.5760672092437744
FTTrans,1.336364507675171
boosted_trees,1.2162664180794969
rf,1.202833591894073
linear_regression,1.4029245839665905
engression,1.4083435535430908
GAM,1.571948542442143
GP,1.2176797276757296
