Method,RMSE
constant,0.505439603422144
MLP,0.2035156041383743
ResNet,0.4095538556575775
FTTrans,0.1677830666303634
boosted_trees,0.1727273646054269
rf,0.1874849922396548
linear_regression,0.2928793486925654
engression,0.173636183142662
GAM,0.1698267627935797
GP,0.1870173232814586
