Method,RMSE
constant,0.5402672066089962
MLP,0.5309156775474548
ResNet,0.4578432142734527
FTTrans,1.468976616859436
boosted_trees,0.2229154549243592
rf,0.2554783178495302
linear_regression,0.9143193742742473
engression,0.2333977967500686
GAM,0.4796035584434237
GP,0.28923520807775616
