Method,RMSE
constant,3.127713747459356
MLP,3.1223785877227783
ResNet,3.132033586502075
FTTrans,3.116169214248657
boosted_trees,3.107683602918012
rf,3.09713272204979
linear_regression,3.1243129349699097
engression,3.1300525665283203
GAM,3.0924577436068104
GP,3.0552536884396955
