Method,Log Loss
constant,0.7044185214452652
MLP,0.471874718131933
ResNet,0.5679065897143231
FTTrans,0.4347385725662935
boosted_trees,0.3590439078000799
rf,0.3862975906110611
logistic_regression,0.4917604835164127
engression,0.5310716350703489
GAM,0.4553306813558251
GP,
