Method,Log Loss
constant,0.7175382433733473
MLP,0.5126771435576736
ResNet,0.7345121308811544
FTTrans,0.4926351920779209
boosted_trees,0.4825998968589539
rf,0.4838121446031282
logistic_regression,0.5950231724252223
engression,0.6133776910621463
GAM,0.5303093960962404
GP,
