Method,Accuracy
Constant,0.3396860986547085
MLP,0.8703288490284006
ResNet,0.54745889387145
FTTrans,0.9103139013452914
boosted_trees,0.9121823617339312
rf,0.905829596412556
logistic_regression,0.7929745889387145
engression,0.8920029895366218
GAM,0.7455156950672646
