Method,Accuracy
Constant,0.45468142387077476
MLP,0.6856117259946156
ResNet,0.5444211785821119
FTTrans,0.6984744241699072
boosted_trees,0.7370625186957822
rf,0.7403529763685313
logistic_regression,0.6715524977565062
engression,0.689799581214478
GAM,0.721208495363446
