Method,Accuracy
Constant,0.49135802469135803
MLP,0.7987004548408058
ResNet,0.6246913580246913
FTTrans,0.8105263157894737
boosted_trees,0.849772579597141
rf,0.8562703053931124
logistic_regression,0.7712800519818064
engression,0.7957115009746588
GAM,0.46614684860298894
