Method,Accuracy
Constant,0.47516679021497404
MLP,0.8724981467753892
ResNet,0.6100815418828762
FTTrans,0.8839881393624908
boosted_trees,0.8925129725722758
rf,0.8813936249073387
logistic_regression,0.7301704966641956
engression,0.8802816901408451
GAM,0.7694588584136397
