Method,Accuracy
Constant,0.08477937530986614
MLP,0.9856222112047596
ResNet,0.33763014377788797
FTTrans,0.9945463559742191
boosted_trees,0.9871095686663361
rf,0.977689638076351
logistic_regression,0.933068914229053
engression,0.9895884977689638
GAM,0.8497768963807635
