Method,Accuracy
Constant,0.4993429697766097
MLP,0.545335085413929
ResNet,0.5164257555847569
FTTrans,0.5551905387647832
boosted_trees,0.6320630749014454
rf,0.5860709592641261
logistic_regression,0.5545335085413929
engression,0.5519053876478318
GAM,0.5479632063074902
GP,0.5354796320630749
