Method,Accuracy
Constant,0.4806666666666667
MLP,0.7716666666666666
ResNet,0.5936666666666667
FTTrans,0.7796666666666666
boosted_trees,0.8276666666666667
rf,0.813
logistic_regression,0.7713333333333333
engression,0.764
GAM,0.7096666666666667
GP,0.751
