Method,Accuracy
Constant,0.4656666666666667
MLP,0.719
ResNet,0.7563333333333333
FTTrans,0.7683333333333333
boosted_trees,0.7986666666666666
rf,0.7906666666666666
logistic_regression,0.718
engression,0.7646666666666667
GAM,0.7586666666666667
GP,0.7466666666666667
