Method,Accuracy
Constant,0.4446666666666666
MLP,0.6896666666666667
ResNet,0.662
FTTrans,0.7216666666666667
boosted_trees,0.7253333333333334
rf,0.699
logistic_regression,0.6616666666666666
engression,0.7056666666666667
GAM,
GP,0.685
