Method,Accuracy
Constant,0.4497175141242938
MLP,0.6632768361581921
ResNet,0.5001883239171375
FTTrans,0.7145009416195857
boosted_trees,0.7107344632768362
rf,0.7337099811676083
logistic_regression,0.6670433145009416
engression,0.696798493408663
GAM,0.7084745762711865
GP,0.7009416195856873
