Method,Accuracy
Constant,0.3482986767485822
MLP,0.8289224952741021
ResNet,0.6285444234404537
FTTrans,0.8440453686200378
boosted_trees,0.8558601134215501
rf,0.8468809073724007
logistic_regression,0.7466918714555766
engression,0.8303402646502835
GAM,0.8360113421550095
GP,0.80765595463138
