Method,Log Loss
constant,0.7025203062234892
MLP,0.6088322240424096
ResNet,0.6562039923753875
FTTrans,0.5992951101606278
boosted_trees,0.5944020965076037
rf,0.6006197841378079
logistic_regression,0.6183046268377462
engression,0.6144992557692222
GAM,
GP,
