Method,Log Loss
constant,0.6946952119416869
MLP,0.6377357295024121
ResNet,0.649678705816235
FTTrans,0.6953056481823856
boosted_trees,0.6325815552675916
rf,0.6257079056683791
logistic_regression,0.6516363188505131
engression,0.6594904241456463
GAM,
GP,
