Method,Accuracy
Constant,0.503
MLP,0.756
ResNet,0.75
FTTrans,0.7486666666666667
boosted_trees,0.827
rf,0.7893333333333333
logistic_regression,0.7313333333333333
engression,0.7553333333333333
GAM,
GP,
