Method,Accuracy
Constant,0.4676666666666667
MLP,0.7446666666666667
ResNet,0.7496666666666667
FTTrans,0.7503333333333333
boosted_trees,0.7536666666666667
rf,0.748
logistic_regression,0.6926666666666667
engression,0.7383333333333333
GAM,0.6553333333333333
GP,
