Method,CRPS
constant,0.5278719775770951
MLP,0.3045411584832536
ResNet,0.5159496413038774
FTTrans,0.2532915761989754
distributional_boosted_trees,0.0315827317038469
drf,0.0321660616731466
boosted_trees,0.0211566114316125
rf,0.0301528429745869
linear_regression,0.2251780874308027
engression,0.0610148369958911
GAM,0.11512904805932653
GP,
